Number,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
3733,4,81.51,181.02,35.66,37.44,71.01,10.04,0.01,2.73,15.76,6.88,3.4,11.26,160,0
3734,4,56.93,126.56,33.91,35.26,67.16,9.44,0.02,4.48,15.72,12.51,2.61,9.35,143,0
3736,4,62.09,138.1,30.94,29.75,56.49,8.44,0.02,2.4,16.41,7.86,2.59,8.49,126,0
3738,4,64.23,141.23,24.99,22.13,47.12,7.2,0.01,2.07,9.64,7.54,2,6.72,149,0
3740,4,74.91,178.86,23.65,24.35,45.11,7.13,0.01,1.32,10.14,7.1,2.57,7.22,144,0
3741,4,72.08,160.38,26.59,27.11,53.7,8.02,0.01,1.97,9.16,11.8,2.76,8.33,154,0
3742,4,70.27,155.08,25.57,27.48,53.03,7.86,0.01,4.17,4.93,6.92,2.19,6.44,131,0
3745,4,78.42,186.41,31.71,33.79,59.08,9.96,0.05,2.98,5.43,9.62,2.41,9.09,184,0
3746,4,92.38,205.42,21.66,21.67,44.01,6.61,0.17,2.87,9.65,10,2.81,6.66,170,0
3747,4,77.42,171.98,38.64,19.65,55.01,9.43,0.05,3.41,6.05,5.49,2.78,9.93,176,0
3748,4,45.44,100.89,31.86,27.8,59.66,9.29,0.01,3.54,5.79,6.53,2.44,8.12,131,0
3749,4,34.45,76.48,30.01,32.28,62.28,9.37,0,3.49,5.19,6.94,1.74,8.44,81,1
3750,4,28.29,62.82,26.76,29.28,56.04,8.38,0,2.33,5,7.48,1.6,7,77,1
3751,4,14.54,32.35,27.74,31.28,59.01,8.89,0,1.61,5.47,7.69,0.76,6.12,70,1
3752,4,24.39,55.75,25.4,27.86,46.04,8.11,0,1.83,5.24,6.69,1.05,5.53,69,1
3753,4,27.89,61.97,22.75,25.9,47.27,7.37,0.02,2.92,8.92,6.38,1.26,5.34,64,1
3754,4,37.34,88.8,16.81,21.51,32.36,5.7,0.04,3.2,9.01,5.14,1.19,4.32,75,1
3755,4,45.99,102.22,19.81,25.32,44.54,6.57,0.03,2.85,8.68,6.08,1.8,6.18,98,1
3756,4,69.5,159.89,25.14,28.99,45,7.93,0,3.76,4.87,5.05,1.9,7.25,101,0
3757,4,52.22,115.98,22.07,24.15,45.96,8.42,0,3.48,8.24,5.84,1.44,4.91,118,0
3758,4,27.56,61.73,33.82,36.82,66.33,15.16,0,2.83,5.6,7.21,0.76,5.02,83,1
3787,4,41.63,133.64,14.03,18.15,32.18,5.83,0.01,4.66,16.8,2.56,1.81,1.52,132,0
3788,4,72.66,138.2,16.61,19.13,35.75,7.3,0.01,7.15,12.12,3.44,2.75,4.54,121,0
3790,4,47.29,84.07,19.34,16.36,33.57,6.89,0.01,3.85,9.04,2.93,2.24,5.26,119,0
3794,4,21.95,46.79,13.04,15.49,28.53,6.76,0.01,10.4,26.48,4.12,1.56,5.21,85,1
3803,4,35.6,79.37,6.31,13.73,20.04,8.96,0.36,2.58,23.62,3.62,7.03,3.38,74,1
3815,4,37.63,63.42,11.26,10.68,21.68,8.38,0.67,2.35,27.01,2.14,2.1,5.47,85,1
3867,4,38.35,110.64,14.47,16.64,30.1,10.42,0.5,51.84,33.26,3.74,2.13,10.26,109,0
3868,4,30.74,80.8,14.47,16.64,31.11,10.42,0.89,62.24,37.59,3.24,2.17,8.21,97,1
3869,4,43.75,100.92,34.72,28.21,57.07,34.44,0.87,36.35,30.69,3.87,2.05,8.83,97,1
3870,4,74.98,145.44,103.44,69.8,44.3,62.39,0.94,7.94,33.14,4.78,2.2,10.98,114,0
3871,4,59.63,118.65,33.67,64.12,48.79,43,1.03,14.18,27.67,5.02,2.3,10.06,147,0
3872,4,65.93,129.11,33.11,38.61,54.08,50.39,0.97,45.27,29.9,6.59,2.31,10.58,119,0
3873,4,54.21,110.82,73.43,72.44,95.37,129.46,1.29,67.26,29.01,4.83,2.2,9.16,120,0
3874,4,84.41,144.68,24.93,29.71,45.5,67.89,0.83,32.97,27.53,5.9,2.32,12.03,147,0
3875,4,97.06,176.04,40.72,31.61,60.06,78.96,0.96,14.65,33.36,3.95,2.07,8.36,198,0
3876,4,93.87,135.68,13.96,15.08,25.84,30.65,1.07,27.27,19.58,4.58,2.21,9.82,244,2
3877,4,37.95,76.21,22.15,18.64,35.84,49.09,0.79,26.86,20.99,4.89,2.25,13.61,116,0
3878,4,90.72,142.79,10.98,12.11,21.62,18.23,1.03,26.99,19.67,5.46,2.22,10.66,174,0
3879,4,36.44,63.95,12.05,10.57,22.38,7.22,0.82,4.84,25.14,4.05,2.19,8.65,99,1
3880,4,69.3,135.22,12.01,9.09,21.09,6.89,0.8,26.79,19.53,4.88,2.25,9.3,112,0
3881,4,34.17,70.38,71.16,39.57,81.04,76.27,0.66,11.66,18.37,3.76,2.12,8.13,101,0
3882,4,38.31,96.81,20.38,14.91,34.47,11.92,0.73,16.1,12.17,4.09,2.22,9.45,99,1
3883,4,31.87,61.91,15.01,9.74,24.64,7.88,1.06,20.38,19.92,3.72,2.19,11.06,76,1
3884,4,49.54,105.25,14.5,9.31,23.29,7.51,0.9,22.3,26.86,4.09,2.13,9.87,100,1
3885,4,37.44,95.69,13.83,10.04,22.93,6.88,0.84,13.1,26.11,3.22,2.08,8.32,102,0
3886,4,46.62,98.1,33.16,30.3,54.34,37.7,0.76,23.13,25.32,3.44,1.91,7.14,90,1
3887,4,58.24,114.75,61.77,47.67,67.32,52.8,1.09,25.23,26.95,4.66,2.16,8.64,106,0
3888,4,38.7,93.26,73.32,63.38,95.71,50.53,0.76,12.84,19.33,3.53,2.12,7.57,108,0
3889,4,26.47,62.35,15.67,11.18,23.35,14.65,0.91,17.6,20.92,3.16,1.97,6.72,79,1
3890,4,22.15,55.39,13.77,8.36,21.59,9.65,0.89,16.45,25.08,3.14,2.16,8.45,71,1
3891,4,34.8,75.58,14.26,8.64,22.57,9.16,1,17.25,25.44,4.38,2.2,9.71,77,1
3892,4,32.11,71.02,18.58,13.58,30.02,12.53,0.99,15.4,25.75,3.86,1.97,8.95,77,1
3893,4,38.02,79.34,34.12,32.18,53.48,36.31,0.86,25.47,26.91,4.16,1.98,9.36,81,1
3894,4,43.03,101.54,28.09,22.68,42.36,33.68,1.42,24.33,26.36,5.25,2.14,7.03,100,1
3895,4,57.3,130.38,45.29,27.38,48.35,36.81,0.94,33.42,30.14,6.64,2.34,11,123,0
3896,4,55.89,132.32,32.08,20.02,42.14,26.23,1.19,21.88,31.89,6.19,2.23,10.94,122,0
3897,4,58.44,141.53,23.22,13.55,30.28,22.5,0.84,25.04,31.93,6.41,2.27,13.48,121,0
3898,4,49.65,120.56,17.6,11.27,24.49,16.26,1.2,19.91,22.67,6.29,2.33,13.2,124,0
3899,4,63.82,181.11,17.18,10.54,23.38,14.2,0.39,14.4,24.17,6.36,2.26,11.55,135,0
3900,4,38.14,123.69,14.94,7.91,16.64,17.73,0.58,6.54,31.2,3.88,1.8,8.7,148,0
3901,4,51.45,115.44,16.52,9.43,17.31,19.86,0.68,16.63,27.17,4.76,1.81,10.42,104,0
3902,4,46.72,88.35,18.38,9.22,21,21.43,0.53,12.95,40.67,4.4,2.03,11.59,103,0
3903,4,35.52,68.81,16.51,9.41,20.08,18.25,0.7,22.39,38.58,3.81,1.93,8.94,79,1
3904,4,39.76,97.33,14.99,9.65,21.39,14.95,0.86,19.92,28.88,5.35,2.21,10.58,90,1
3905,4,39.17,86.77,16.07,10.66,19.45,11.16,1.09,20.21,25.17,4.65,1.92,9.68,94,1
3906,4,34.67,95.14,17.29,10.5,20.93,12.81,0.73,21.96,31.75,5.31,1.89,8.38,98,1
3907,4,50.27,146.22,53.67,22.83,64.27,39.57,0.69,22.77,24.11,5.44,2.23,9.93,113,0
3908,4,52.25,116.06,24.07,13.75,30.02,20.25,0.62,9.37,30.66,3.58,2.02,7.28,122,0
3909,4,40.12,96.78,15.33,11.14,18,14.48,0.55,15.21,30.7,3.24,1.82,6.81,101,0
3910,4,41.37,96.26,12.73,10.38,13.38,10.57,0.61,35.25,32.36,3.22,1.55,6.45,98,1
3911,4,71.78,157.84,16.8,11.13,22.12,13.4,1.17,33.19,19.86,6.78,2.22,11.36,126,0
3912,4,44.71,79.43,13.34,10.76,16.12,10.13,0.79,9.81,26.84,4.48,1.84,8.94,106,0
3913,4,62.47,113.81,16.54,11.16,20.55,13.83,0.78,9.02,22.76,4.23,2.03,8.09,104,0
3914,4,52.47,124.04,16.64,9.73,16.56,14.85,0.56,5.29,23.74,3.01,1.66,5.28,91,1
3915,4,55.22,177.85,11.61,8.66,16.39,11.57,0.76,18.32,24.29,3.52,1.97,7.14,153,0
3916,4,31.45,79.17,12.1,8.29,16.71,13.32,0.84,6.59,19.06,3.77,1.95,7.62,121,0
3917,4,22.63,78.34,21.12,11.89,22.7,19.54,1.01,13.58,23.74,4.25,2,9.01,81,1
3918,4,30.66,93.25,31.34,16.42,33.89,38.17,0.77,13.33,25.78,5.12,2.14,10.41,94,1
3919,4,30.83,111.52,14.72,8.14,19.02,38.58,0.75,12.05,18.98,5.03,1.92,9.24,100,1
3920,4,20.91,79.27,13.98,8.09,17.35,38.81,0.77,9.28,9.78,4.81,1.86,6.2,96,1
3921,4,16.57,50.38,13.54,7.71,19.39,33.5,0.59,6.39,15.03,3.47,2.1,7.87,65,1
3922,4,24.92,72.1,13.23,8.78,19.14,30.49,0.42,5.53,22.65,3.59,1.92,8.02,66,1
3923,4,22.93,102.56,18.58,10.12,20.53,32.47,0.29,11.97,32.73,3.73,1.83,8.68,100,1
3924,4,39.66,110.23,12.71,10.55,20.67,19.73,0.72,12.92,25.16,5.22,2.06,9.38,94,1
3925,4,39.39,148.72,12.05,10.47,21.7,19.41,0.43,9.23,23.02,4.41,2.18,10.21,127,0
3926,4,34.2,121.47,11.64,10.6,20.98,19.41,0.37,10.98,31.58,4.1,2.09,9.86,126,0
3927,4,38.51,95.89,11.8,10.58,21.27,19.43,0.49,12.69,25.22,4.52,2.12,10.62,93,1
3928,4,35.45,85.48,11.67,10.73,21.03,19.23,0.46,7.28,28.92,3.99,2.05,9.95,86,1
3929,4,39.52,101.22,11.6,10.62,17.19,19.09,0.38,6.6,17.15,3.67,1.7,9.08,98,1
3930,4,39.29,104.66,11.42,10.8,16.89,19.43,0.38,6.95,15.28,3.71,1.61,6.96,105,0
3931,4,15.97,45.06,11.65,10.65,17.36,18.97,0.47,5.66,14.08,5.15,1.7,6.22,77,1
3932,4,33.24,67.52,12.19,10.16,19.89,19.88,0.37,6.76,15.75,4.6,2.08,9.27,73,1
3933,4,23.68,49.41,14.59,8.8,18.37,18.25,0.59,2.13,17.59,4.11,1.79,8.63,59,1
3934,4,38.8,110.12,13.85,9.07,15.9,16.02,0.47,5.1,25.15,3.47,1.9,8.07,67,1
3935,4,25.52,67.57,12.78,9.21,10.32,3.77,0.45,1.71,36.79,3,1.26,6.12,69,1
3936,4,52.38,135.9,22.33,16.7,25.97,11.78,0.34,7.4,23.79,2.27,0.86,5.37,89,1
3937,4,60.87,154.12,49.82,27.4,42.48,24.11,0.24,7.78,23.29,3.11,0.82,10.43,146,0
3938,4,48.44,135.54,41.18,25.05,47.83,33.67,0.48,4.99,21.32,3.19,1.09,9.54,110,0
3939,4,50.87,122.29,25.26,15.78,23.76,49.94,0.3,5.78,28.65,2.94,0.87,10.68,142,0
3940,4,24.63,44.26,40.95,26.07,35.88,83.09,0.2,4.37,26.3,3.32,0.84,10.17,60,1
3941,4,41.52,67.16,35.12,18.92,32.67,63.6,0.32,5.2,22.48,2.22,0.81,9.36,51,1
3942,4,32.36,55.29,17.81,10.18,25.52,14.76,0.3,7.66,16.87,3.19,1.08,9.33,73,1
3943,4,24.46,48.21,16.32,10.4,25.54,11.47,0.29,8.03,19.29,3.32,1.11,6.4,52,1
3944,4,31.59,62.79,31.8,20.49,41.64,22.79,0.39,5.37,18.33,3.13,1.08,8.1,53,1
3945,4,29.65,57.49,17.25,14.02,26.67,13.26,0.4,4.57,20.27,3.68,1.13,7.96,64,1
3946,4,36.65,64.81,13.68,11.3,21.67,12.08,0.53,8,18.76,3.59,1.14,9.62,61,1
3947,4,34.1,60.06,11.67,10.68,20.93,11.57,0.47,17.74,22.13,4.25,1.14,7.74,60,1
3948,4,43.15,76.76,14.02,10.4,17.86,11.33,0.31,11.1,16.24,3.4,1.25,13.71,71,1
3949,4,48.85,74.56,7.77,9.49,17.26,10.22,0.17,12.12,22.14,4.4,1.15,14.56,75,1
3950,4,43.72,69.77,7.82,9.53,17.1,10.2,0.38,15.18,27.31,4.18,1.14,13.14,79,1
3951,4,28.22,53,8.29,9.31,16.63,10.16,0.27,12.54,21.49,3.5,1.06,10.07,70,1
3952,4,24.73,49.38,9.45,9.94,18.63,10.66,0.5,11.8,14.03,3.7,1.12,13.25,46,3
3953,4,27.5,48.96,9.94,10.97,18.41,10.72,0.43,15.86,16.11,3.91,1.14,12.61,55,1
3954,4,26.73,47.19,13.19,13.84,21.83,11.87,0.63,16.16,7.2,5,1.15,11.83,55,1
3955,4,29.12,48.46,12.49,14.06,20.12,11.88,0.26,14.42,9.09,4.03,1.1,12.32,51,1
3956,4,25.95,51.61,16.38,14.3,23.36,13.78,0.08,11.39,13.14,4.32,1.18,13.25,48,3
3957,4,17.41,41.49,9.36,9.96,17.13,10.51,0.35,12.07,14.03,3.58,1.09,8.2,47,3
3958,4,23.92,45.63,8.83,10.22,17.6,10.46,0.51,21.06,11.71,3.73,1.13,5.79,47,3
3959,4,16.58,37.38,9.06,9.41,17.4,10.23,0.1,9.62,18.66,3.33,1.12,4.83,42,3
3960,4,24.34,49.36,9.15,9.82,17.87,10.23,0.54,5.44,16.52,3.32,1.11,8.31,45,3
3961,4,41.6,63.19,7.75,9.07,16.81,10.07,0.54,5.36,13.28,4.21,1.16,3.18,67,1
3962,4,31.11,54.02,8.11,9.13,15.87,10.09,0.24,4.81,10.51,3.88,1.09,8.74,59,1
3963,4,33.02,56.3,8.78,9.18,17.56,10.12,0.28,5.25,16.48,3.67,1.15,12.32,56,1
3964,4,27.95,50.61,7.85,8.96,16.73,10.06,0.5,5.53,17.22,3.35,1.13,12.05,52,1
3965,4,27.18,64.55,8.85,8.96,16.41,10.13,0.48,2.96,14.03,3.75,1.11,13.8,61,1
3966,4,21.42,44.31,8.6,9.28,17.6,10.27,0.15,5.62,12,3.85,1.16,4.09,54,1
3967,4,21.94,49.35,8.25,9.3,17.08,10.06,0.51,7.89,13.87,3.59,1.13,2.47,43,3
3968,4,27.52,52.67,8.47,9,16.78,10.12,0.49,4.6,14.89,3.32,1.11,3.37,53,1
3969,4,32.26,59.32,7.63,9.02,16.62,10.05,0.27,7.12,12.27,3.51,1.14,3.88,54,1
3970,4,20.54,44.11,9.32,8.87,18.19,10.08,0.28,6.38,14.61,2.8,1.12,4.31,53,1
3971,4,23.62,49.13,12.23,9.02,21.25,10.42,0.76,5.33,10.8,2.93,1.13,2,50,3
3972,4,23.28,50.89,13.5,9.19,22.46,10.72,0.62,5.42,10.12,3.24,1.13,1.98,58,1
3973,4,22.43,46.17,13.5,9.19,22.22,10.72,0.57,5.57,10.14,3,1.1,2.7,50,3
3974,4,19.43,39.75,13.5,9.19,22.69,10.72,0.42,6.13,14.29,3.16,1.13,2,44,3
3975,4,11.69,37.87,13.5,9.19,22.69,10.72,0.56,9.05,16.87,2.86,1.13,2.15,39,3
3976,4,16.58,35.71,13.46,9.16,21.71,10.68,0.29,6.64,18.05,2.74,1.06,2.92,45,3
3977,4,25.06,53.57,13.5,9.19,22.69,10.72,0.53,6.39,24.63,3.15,1.14,2,48,3
3978,4,42.78,75.93,13.3,9.07,22.38,10.76,0.29,6.24,25.9,3.16,1.14,2,68,1
3979,4,34.69,70.15,12.91,8.91,21.82,10.92,0.22,6.12,22.01,2.63,1.13,2,77,1
3980,4,34.9,72.3,13.1,8.83,21.94,11.05,0.24,9,28.31,2.25,1.02,2,69,1
3981,4,42.01,80.46,13.17,8.87,22.01,11.03,0.28,5.79,24.41,2.43,1.12,2,77,1
3984,4,36.3,63.21,14.22,9.14,22.63,11.17,0.55,6.49,18.33,2.49,1.13,2,68,1
3985,4,44.57,73.97,13.1,8.95,21.55,11.12,0.18,8.7,19.26,2.76,1.12,1.98,84,1
3986,4,35.47,62.21,14.53,9.47,22.6,11.18,0.3,5.48,20.87,2.2,1.1,1.98,64,1
3987,4,37.27,62.08,22.98,11.54,31.46,12.7,0.47,6.96,18.45,2.12,1.11,2,60,1
3988,4,42.27,66.27,21.96,19.49,37.54,11.58,0.61,6.46,19.43,2.34,1.12,2,70,1
3989,4,41.31,67.58,13.2,8.82,21.98,11.05,0.38,5.8,17.12,2.5,1.12,2,80,1
3990,4,29.85,53.6,13.17,8.92,22.06,11.09,0.57,9.33,15.45,2.21,1.11,2,54,1
3991,4,41.67,71.05,13.23,8.81,21.81,11.06,1.49,21.08,29.75,2.45,1.42,1.96,79,1
3992,4,43.4,142.24,13.25,8.81,22.06,11.07,0.82,5.98,34.02,1.99,1.11,2,144,0
3993,4,20.82,36.97,13.25,8.81,22.06,11.07,0.68,5.7,21.35,1.72,1.1,2,64,1
3994,4,32.17,53.74,13.24,8.81,21.81,11.07,0.94,6.19,13.45,1.79,1.09,1.98,55,1
3995,4,32.83,58.77,13.26,8.77,22.03,11.08,1,6.3,13.84,1.97,1.11,2,70,1
3996,4,28.54,56.86,16.3,12.06,25.35,11.66,0.84,5.78,14.57,2.03,1.11,2,68,1
3997,4,38.61,76.3,22.78,16.01,32.96,12.24,1.17,7.33,17.04,2.06,1.1,1.98,70,1
3998,4,39.22,75.57,14.89,11.7,24.65,9.68,0.94,9.5,14.2,2.08,1.13,2,81,1
3999,4,41.36,79.85,13.16,11.2,23.58,9.48,0.3,9.68,15.6,2.04,1.11,2,77,1
4000,4,40.96,75.26,13.75,10.7,23.86,9.46,0.86,9.26,19.2,1.9,1.11,2,79,1
4001,4,35.44,63.1,13.54,10.91,23.88,9.48,1.13,12.01,29.03,1.74,1.1,2,84,1
4002,4,45.56,70.58,17.74,14.37,30.73,9.51,1.52,16.32,19.24,1.92,1.18,1.98,103,0
4003,4,42.86,69.71,16.53,10.58,23.69,9.61,0.67,7.64,22.4,2.07,1.1,1.98,85,1
4004,4,33.95,61.35,18.8,17.21,28.34,10.34,0.47,12.85,24.2,1.92,1.08,1.96,79,1
4005,4,37.32,65.85,15.01,11.66,25.01,9.59,0.09,15.59,28.21,2.02,1.11,2,56,1
4006,4,43.51,74.09,13.95,10.94,24.26,9.55,0.35,12.01,26.59,2.04,1.22,2,75,1
4007,4,31.24,54.09,14.64,11.3,24.58,9.65,1.37,15.55,23.48,1.78,1.1,2,91,1
4008,4,27.76,52.71,14,11.15,24.29,9.29,1.29,20.75,24.46,1.85,1.11,2,97,1
4009,4,33.91,61.33,13.95,11.05,23.54,9.45,1.42,43.86,21.75,1.93,1.08,1.95,90,1
4010,4,46.92,76.58,13.6,10.93,23.48,9.62,0.69,41.56,36.57,2.25,1.11,2,87,1
4011,4,29.63,55.14,13.39,10.91,23.32,9.5,0.51,6.26,32.18,1.83,1.15,1.98,66,1
4012,4,29.2,55.32,13.75,10.56,23.89,9.34,0.6,10.52,27.3,1.96,1.11,2,61,1
4013,4,60.23,82.57,13.29,10.91,23.27,9.46,1.17,20.53,25.56,2.18,1.11,2,87,1
4014,4,78.08,97.22,13.34,10.88,23.3,9.51,0.96,10.46,13.97,2.18,1.08,1.95,146,0
4015,4,35,62.07,13.04,10.44,23.08,9.32,0.81,13.46,11.17,1.94,1.1,1.98,96,1
4016,4,21.75,50.58,13.42,10.49,23.87,9.41,0.68,8.25,11.7,1.81,1.11,2,60,1
4017,4,12.58,41.81,12.94,10.51,23.2,9.34,0.57,9.96,14.39,1.68,1.09,1.98,63,1
4018,4,16.26,48.02,13.12,10.54,23.63,9.32,0.56,16.98,11.52,1.66,1.1,2,48,3
4019,4,18.15,51.03,13.16,10.58,23.71,9.36,0.62,21.48,15.92,1.72,1.11,2,57,1
4020,4,27.76,65.44,13.38,10.66,23.26,9.41,0.82,49.41,18.07,1.88,1.07,1.99,67,1
4021,4,28.07,69.46,12.93,10.32,22.75,9.29,0.58,10.21,21.01,2.58,1.09,2.93,84,1
4022,4,24,51.78,13.19,10.56,23.62,9.32,0.09,6.6,15.08,3.58,1.18,2.91,55,1
4023,4,30.18,54.28,12.51,10.3,22.68,8.98,0.21,4.8,27.04,4.02,1.19,2.15,60,1
4024,4,66.88,95.67,11.96,12.09,20.86,30.09,0.32,4.7,39.06,5.13,1.2,1.98,86,1
4025,4,34.53,75.78,10.57,11.41,20.97,30.69,0.23,3.05,36.75,3.45,1.15,2,94,1
4026,4,48.2,73.6,12.29,11.35,21.7,31.13,0.28,1.51,35.6,4.2,1.18,2,132,0
4027,4,47.82,71.06,27.37,12.56,25.77,37.76,0.33,4.19,32.11,3.2,1.07,2.48,81,1
4028,4,36.76,64.47,10.5,11.64,20.98,30.77,0.31,1.64,42.89,3.24,1.15,2,77,1
4036,4,38.85,74,11.12,11.53,20.3,30.37,0.39,11.45,18.75,1.84,2.59,1.88,94,1
4037,4,22.66,54.08,11.13,11.53,21.65,30.36,0.63,9.21,20.6,2.01,3.51,2,58,1
4038,4,42.86,107.14,11.16,11.51,21.67,30.36,0.52,7.06,24.61,2.21,3.67,2,87,1
4039,4,62.48,136.27,11.15,11.51,21.67,30.36,0.54,7.47,27.11,2.31,3.76,2,110,0
4040,4,80.27,181.64,11.27,14.51,24.08,29.79,0.54,12.37,22.51,2.36,3.33,1.96,147,0
4041,4,96.33,172.08,11.63,18.14,28.97,28.99,0.46,13.85,16.81,2.9,3.57,1.96,227,2
4042,4,84.31,132.9,11.04,11.56,21.66,31.4,0.36,13.78,22.45,2.49,3.3,1.92,179,0
4043,4,90.71,135.6,12.5,13.12,23.71,31.44,0.87,15.28,19.52,3.07,3.83,1.96,198,0
4044,4,107.98,161.15,11.28,8.57,19.43,32.46,0.56,15.87,19.54,3.09,3.77,1.98,234,2
4045,4,116.05,181.67,13.78,9.11,22.22,32.83,0.79,17.71,19.78,3.39,3.83,2.03,212,2
4046,4,249.1,303.33,43.34,19.85,55.39,20.44,0.31,34.17,17.9,3.43,4.01,2.06,399,4
4047,4,111.47,189.73,29.45,10.03,39.44,13.06,0.46,11.65,18.13,3.7,4.4,2,309,4
4048,4,127.13,245.27,17.07,9.78,21.98,13.16,0.57,13.88,21.7,2.92,2.91,1.64,247,2
4049,4,139.65,226.33,17.01,10.01,26.75,13.1,0.31,10.92,16.02,3.44,4.23,1.98,321,4
4050,4,154.49,235.28,17.73,9.94,27.64,12.81,0.37,19.27,15.38,3.53,4.21,2,313,4
4051,4,110.95,181.95,17.66,9.91,27.24,12.97,0.52,10.06,11.35,2.69,3.27,2,313,4
4052,4,155.83,305.4,17.13,10.98,27.05,13.26,0.34,9.75,14.51,2.75,3.41,2,302,4
4053,4,104.21,207.47,18.27,10.64,24.48,12.38,0.71,12.97,12.72,1.79,2.42,1.84,288,2
4054,4,97.09,186.99,41.45,32.85,51.49,24.67,0.53,10.5,16.23,2.2,2.58,1.98,261,2
4055,4,137.13,221.46,16.97,9.95,26.71,12.99,0.48,10.68,18.85,2.14,2.49,2,254,2
4056,4,34.94,71.87,17.16,9.95,26.82,13.01,0.55,8.74,15.72,1.59,1.94,1.98,212,2
4057,4,24.18,61.24,17.21,10.04,27.25,13.03,0.8,10.71,16.33,1.56,1.99,2,54,1
4058,4,42.84,81.33,17.28,10.04,27.28,13,0.78,9.2,12.92,2.02,2.7,2,72,1
4059,4,84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,2.18,2.92,2,140,0
4060,4,84.63,158.85,17.16,10.25,27.34,13.06,0.8,11.04,27.87,2.16,2.65,2,160,0
4061,4,168.71,313.31,17.19,10.31,27.43,12.92,0.78,12.55,19.71,2.74,3.16,2,285,2
4062,4,189.44,339.69,17.22,10,27.22,13,0.48,16.3,15.22,3.13,3.65,2,358,4
4063,4,148.61,260.33,17.22,10.09,27.31,12.99,0.56,20.51,10.01,2.81,3.2,2,334,4
4064,4,103.87,180.68,17.23,10,27.24,12.98,0.65,29.92,9.71,2.41,2.72,2,317,4
4065,4,86.49,164,17.17,9.91,27.08,13,0.36,13.01,11.08,2.31,3.22,2,259,2
4066,4,42.18,105.92,17.22,10.01,27.23,12.99,0.66,7.93,16.02,1.92,3.16,2,110,0
4067,4,101.44,190.56,17.24,10.01,26.96,13.01,0.65,11.37,20.02,2.12,2.83,1.98,162,0
4068,4,147.55,263.97,17.23,10,27.23,13,0.56,11.86,12.65,3.55,4.6,2.01,322,4
4069,4,91.41,253.95,17.22,9.98,27.2,13,0.47,13.04,13.14,3.38,4.5,2.01,235,2
4070,4,112.55,180.08,13.18,9.99,23.17,12.99,0.66,18.42,10.24,2.55,2.93,2,280,2
4071,4,57.31,122.03,9.51,10.01,19.52,13,0.59,13.92,7.19,2.37,2.96,2,157,0
4072,4,24.07,59.83,9.5,9.99,19.5,13,0.67,8.75,13.37,1.91,2.89,2,85,1
4073,4,32.98,88.49,9.5,9.99,19.49,13.01,0.67,10.45,16.72,2.24,3.26,2,74,1
4074,4,39.29,146.1,9.5,9.99,19.49,13,0.48,10.74,16.08,2.83,3.9,2.01,108,0
4075,4,30.77,80.76,9.53,10.03,19.56,13.08,0.48,16.2,13.5,2.42,3.18,1.98,113,0
4076,4,31.91,46.08,9.51,10.02,19.54,13,0.63,14.87,11.14,1.81,2.17,2,64,1
4077,4,25.36,39.49,9.52,9.85,19.31,13.04,0.65,12.42,11.47,1.7,2.08,2,44,3
4078,4,26.37,51.37,9.83,10.32,19.82,9.12,0.74,13.18,15.19,1.84,2.44,2,47,3
4079,4,41.64,69.84,9.6,10.15,19.52,5.02,0.64,8.22,19.66,1.99,2.77,2,60,1
4080,4,60.29,99.83,9.54,10.06,19.6,4.93,0.71,8.9,24.19,2.41,3.08,2,89,1
4081,4,84.89,137.8,9.65,9.93,19.5,5.01,0.5,9.17,26.53,2.93,3.45,2,145,0
4082,4,87.69,140.27,9.51,10.05,19.2,5.1,0.59,10.68,22.89,3.1,3.37,1.98,183,0
4083,4,90.75,145.52,10.45,10.6,19.15,5.34,0.16,13.24,23.74,2.99,3.19,1.96,220,2
4084,4,66.85,103.82,11.81,13.89,20.33,5.53,0.5,9.82,21.56,2.38,2.82,1.9,147,0
4085,4,54.62,84.09,10.47,11.54,20.38,5.25,0.24,11.64,17.87,2.42,2.96,2,106,0
4086,4,74.16,111.95,10.88,10.78,18.86,5.19,0.82,18.45,17.24,2.74,3.28,1.85,121,0
4087,4,67,114.79,11.94,12.9,21.4,5.63,0.74,12.39,20.02,3.23,3.99,1.98,123,0
4088,4,103.57,162.16,14.29,15.08,23.71,6.76,0.7,12.35,19,3.15,3.69,2,187,0
4089,4,128.64,202.77,11.96,14.02,21.02,6.05,0.66,10.06,19.17,2.99,3,2,291,2
4090,4,86,132.04,11.49,12.72,20.34,5.63,0.54,13.79,17.99,2.62,2.7,2,245,2
4091,4,28.77,44.31,11.17,12.31,17.56,5.95,0.72,4.02,13.14,1.61,1.62,1.93,186,0
4092,4,24.95,35.96,12.59,14.74,22.04,6.11,0.77,4.81,16.97,1.6,1.8,1.98,43,3
4093,4,39.26,47.36,12.76,13.75,21.92,6.29,0.71,7.47,16.45,1.77,2.09,2,59,1
4094,4,30.72,38.24,10.88,11.28,20.2,5.37,0.64,6.67,22,1.76,2.1,1.96,58,1
4095,4,41.03,51.31,12.58,12.41,21.73,5.8,0.81,5.42,24.54,1.74,1.98,1.98,55,1
4096,4,49.45,64.66,13.29,13,21.65,6.2,0.65,5.64,23.2,1.89,1.81,1.98,74,1
